channelId,videoId,authorDisplayName,authorChannelId,authorChannelUrl,authorProfileImageUrl,textDisplay,textOriginal,likeCount,viewerRating,canRate,publishedAt,updatedAt
UCj0O6W8yDuLg3iraAXKgCrQ,3ekLEtjfDG4,@WesleyZampieriii,UCc1_RshitDvmiOfEKQWrHaQ,http://www.youtube.com/@WesleyZampieriii,https://yt3.ggpht.com/Ulg5QONZne5m08PEy9z7XtRazQ6qXf8Oabj_2UGvT7jInjWpD7CBm0mR46wz-oML7iQiAwYnykc=s48-c-k-c0x00ffffff-no-rj,acho que na vdd o retrato na parede é da lisa,acho que na vdd o retrato na parede é da lisa,0,none,True,2024-11-19T20:25:51Z,2024-11-19T20:25:51Z
UCj0O6W8yDuLg3iraAXKgCrQ,3ekLEtjfDG4,@GHOST22FF,UCThzHSyV3bZUSu9dHlEsnOw,http://www.youtube.com/@GHOST22FF,https://yt3.ggpht.com/7SjtEQ4ySKV-p-xEAnpjS3lFYMazs4kWTXQsFLCw62XBd4ROS0qxt0hDkDB97IKmG7jTX9XAQoY=s48-c-k-c0x00ffffff-no-rj,o laço da mec e azul a liza e verde kkk,o laço da mec e azul a liza e verde kkk,0,none,True,2024-11-19T20:23:27Z,2024-11-19T20:23:27Z
UCj0O6W8yDuLg3iraAXKgCrQ,3ekLEtjfDG4,@GHOST22FF,UCThzHSyV3bZUSu9dHlEsnOw,http://www.youtube.com/@GHOST22FF,https://yt3.ggpht.com/7SjtEQ4ySKV-p-xEAnpjS3lFYMazs4kWTXQsFLCw62XBd4ROS0qxt0hDkDB97IKmG7jTX9XAQoY=s48-c-k-c0x00ffffff-no-rj,nao e ela nao vei a liza  pequena kkkkkk,nao e ela nao vei a liza  pequena kkkkkk,0,none,True,2024-11-19T20:23:04Z,2024-11-19T20:23:04Z
UCj0O6W8yDuLg3iraAXKgCrQ,3ekLEtjfDG4,@Joel.D.S0uzza,UCT3Vw7lvIDC89O5JLS1t4Xg,http://www.youtube.com/@Joel.D.S0uzza,https://yt3.ggpht.com/ytc/AIdro_ktvZqcYsStSpFOwlrOJbFFLDeDmAfjksXh0xIETVSWGDw=s48-c-k-c0x00ffffff-no-rj,"Daora demais seus vídeos!!
😎😁😆🤔✌🏻👍🏻👏🏻👊🏻","Daora demais seus vídeos!!
😎😁😆🤔✌🏻👍🏻👏🏻👊🏻",3,none,True,2024-11-19T20:19:21Z,2024-11-19T20:19:21Z
UCj0O6W8yDuLg3iraAXKgCrQ,3ekLEtjfDG4,@mariaritadecassiadasilva7806,UCHS9TBE3zlP9A5RfMnWsJAw,http://www.youtube.com/@mariaritadecassiadasilva7806,https://yt3.ggpht.com/ytc/AIdro_npgldKGjUnfXQTAM80S5Rd7VSwDAf2wau8IoY1Axk=s48-c-k-c0x00ffffff-no-rj,a cada like eu bebo água,a cada like eu bebo água,483,none,True,2024-11-19T20:16:48Z,2024-11-19T20:18:00Z
UCj0O6W8yDuLg3iraAXKgCrQ,3ekLEtjfDG4,@maxwellrodrigo9180,UCF4gP0k6DtLfDXaL0lkE3OA,http://www.youtube.com/@maxwellrodrigo9180,https://yt3.ggpht.com/ytc/AIdro_mj0QC5S1dCIVkX5fUiaEekM1mN4ULTUqmFYBNPAlEz_42h=s48-c-k-c0x00ffffff-no-rj,Pode ter sido a lisa,Pode ter sido a lisa,0,none,True,2024-11-19T20:14:04Z,2024-11-19T20:14:04Z
UCj0O6W8yDuLg3iraAXKgCrQ,3ekLEtjfDG4,@KatieleSchultzrangel,UCt6y1xPNGehvlvkOB41HJtw,http://www.youtube.com/@KatieleSchultzrangel,https://yt3.ggpht.com/ytc/AIdro_lstB3YH641mvD7c0F5CsIK1VohS5sGjDHznzqAxeFzDrKoh35mwiEQPb1tQwNdxYWaWA=s48-c-k-c0x00ffffff-no-rj,Gostei muito do video ❤,Gostei muito do video ❤,2,none,True,2024-11-19T20:11:00Z,2024-11-19T20:11:00Z
UCj0O6W8yDuLg3iraAXKgCrQ,3ekLEtjfDG4,@WesleyKessyo,UCdD-y5hEswncGr7b-BmHk3A,http://www.youtube.com/@WesleyKessyo,https://yt3.ggpht.com/ckLIUPa8SQnwoaUZzLW2PfauBwWS3ZJlnRoWFxwo5BnPqIhHWzQ7H0nEK-riBiW9X26GheZblRY=s48-c-k-c0x00ffffff-no-rj,Não tem nada a ver,Não tem nada a ver,1,none,True,2024-11-19T20:10:16Z,2024-11-19T20:10:16Z
UCj0O6W8yDuLg3iraAXKgCrQ,3ekLEtjfDG4,@Xharlyz420,UCBHU5gibgfAaIo9Y0_bKOtA,http://www.youtube.com/@Xharlyz420,https://yt3.ggpht.com/ytc/AIdro_nW6zUsPmvIJJvJqsR2r6eI2FMrl2lRmr1ATIPqoXh67LJfNLScA4BjvVGG7MSCwhIIsQ=s48-c-k-c0x00ffffff-no-rj,Esse lance de chegar mais perto da camera pra falar ficou da hora. Mas cês deram uma exagerada nele kkk,Esse lance de chegar mais perto da camera pra falar ficou da hora. Mas cês deram uma exagerada nele kkk,3,none,True,2024-11-19T20:09:39Z,2024-11-19T20:09:39Z
UCj0O6W8yDuLg3iraAXKgCrQ,3ekLEtjfDG4,@davzn615,UCpFRfSARQ8jxCk2gkNMJr5g,http://www.youtube.com/@davzn615,https://yt3.ggpht.com/WEH-TphfLM-rPFQ-gT4pwT4ltZP2O7AK5Bdr8i3TuosgD6gU5cqBgGMpYSq7Q7YUfFGVHs0CW6c=s48-c-k-c0x00ffffff-no-rj,O comentário que tiver mais like é gay 👇,O comentário que tiver mais like é gay 👇,0,none,True,2024-11-19T20:04:38Z,2024-11-19T20:04:38Z
UCj0O6W8yDuLg3iraAXKgCrQ,3ekLEtjfDG4,@izaelromaoromao6410,UCk7MINuzrucg-Fb97HeRcGw,http://www.youtube.com/@izaelromaoromao6410,https://yt3.ggpht.com/otjBp3hgXE7c_kKsP7ylLBwTx23VejlduVGJl3XV6fwIwVbLD6l3rw3vq1wtAqg6e7b6D0Fktw=s48-c-k-c0x00ffffff-no-rj,Slv aqui pro Ceará Juazeiro do norte 🎉🎉,Slv aqui pro Ceará Juazeiro do norte 🎉🎉,3,none,True,2024-11-19T20:04:26Z,2024-11-19T20:04:26Z
UCj0O6W8yDuLg3iraAXKgCrQ,3ekLEtjfDG4,@KING444-Br,UCk_oQuPESF6VGpJhds9zShw,http://www.youtube.com/@KING444-Br,https://yt3.ggpht.com/ytc/AIdro_kgo5-MnM8oZR7nY16V-tDL5_A6dKIJoQqTwiqSgTbZYwwthXx2pd4s6k-o2cXayo3jJA=s48-c-k-c0x00ffffff-no-rj,"Hello, brother's","Hello, brother's",1,none,True,2024-11-19T20:04:21Z,2024-11-19T20:04:33Z
UCj0O6W8yDuLg3iraAXKgCrQ,3ekLEtjfDG4,@FranciscaOliveira-lu6oh,UCiqNpcDPr07kP2lcgLtgBGA,http://www.youtube.com/@FranciscaOliveira-lu6oh,https://yt3.ggpht.com/5aCuRjfKLh_pY5bi5C7zAelq_AmfBFO4QU92R6pLMekAO484BUemW8xQGPSnXTI0Xhhfb82S=s48-c-k-c0x00ffffff-no-rj,Já deixei o like,Já deixei o like,0,none,True,2024-11-19T20:03:23Z,2024-11-19T20:03:23Z
UCj0O6W8yDuLg3iraAXKgCrQ,3ekLEtjfDG4,@menod578,UC1iu66rsT6HwI2tW8QG_a-A,http://www.youtube.com/@menod578,https://yt3.ggpht.com/bksF_La5tfIY-RBzfKJduPnmI-3Nk4jHzdpykHC0LthmK3IijKCR_WpAVK0VDKy-qXsXwHWr=s48-c-k-c0x00ffffff-no-rj,Então eu não sou normal tenho só uma mão,Então eu não sou normal tenho só uma mão,0,none,True,2024-11-19T20:02:43Z,2024-11-19T20:02:43Z
UCj0O6W8yDuLg3iraAXKgCrQ,3ekLEtjfDG4,@menod578,UC1iu66rsT6HwI2tW8QG_a-A,http://www.youtube.com/@menod578,https://yt3.ggpht.com/bksF_La5tfIY-RBzfKJduPnmI-3Nk4jHzdpykHC0LthmK3IijKCR_WpAVK0VDKy-qXsXwHWr=s48-c-k-c0x00ffffff-no-rj,Todos desenhos tem so quatro dedos menos os animes,Todos desenhos tem so quatro dedos menos os animes,0,none,True,2024-11-19T20:01:06Z,2024-11-19T20:01:21Z
UCj0O6W8yDuLg3iraAXKgCrQ,3ekLEtjfDG4,@TheCamaro-TC,UCAjfEdTlYGXKf1fRNAuNqVw,http://www.youtube.com/@TheCamaro-TC,https://yt3.ggpht.com/j4usHANC5MW8st1TfEG3U68nUVNOnevPol2RdTCL_E2Nq4MkL_Yjp2Qsb9dt5z1irDuOVy6p6Q=s48-c-k-c0x00ffffff-no-rj,Reunindo fãs do Você sabia,Reunindo fãs do Você sabia,3,none,True,2024-11-19T19:58:52Z,2024-11-19T19:58:52Z
UCj0O6W8yDuLg3iraAXKgCrQ,3ekLEtjfDG4,@TheCamaro-TC,UCAjfEdTlYGXKf1fRNAuNqVw,http://www.youtube.com/@TheCamaro-TC,https://yt3.ggpht.com/j4usHANC5MW8st1TfEG3U68nUVNOnevPol2RdTCL_E2Nq4MkL_Yjp2Qsb9dt5z1irDuOVy6p6Q=s48-c-k-c0x00ffffff-no-rj,Oi gente eu amo vcs,Oi gente eu amo vcs,0,none,True,2024-11-19T19:58:23Z,2024-11-19T19:58:23Z
